URN,SPT NAME,DATE,TIME,MAT,LAB NO,PURP,"0061: pH, PHUNITS","0062: Cond @ 20C, uS/cm","0072: Colour Filt, HAZEN","0076: Temp Water, CEL","0077: Cond @ 25C, uS/cm","0081: O Diss% Satn, %","0082: O Dissolved, mg/l","0085: BOD ATU, mg/l","0088: BOD  5 Day-O, mg/l","0092: COD as O2, mg/l","0097: PV N/80 4Hrs, mg/l","0099: C - Organic, mg/l","0111: Ammonia(N), mg/l","0114: N-Kjeldahl, mg/l","0116: N Oxidised, mg/l","0117: Nitrate-N, mg/l","0118: Nitrite-N, mg/l","0119: NH3 un-ion, mg/l","0135: Sld Sus@105C, mg/l","0158: Hardness, mg/l","0162: Alky pH 4_5, mg/l","0172: Chloride Ion, mg/l","0180: Orthophospht, mg/l","0182: SiO2 Rv Filt, mg/l","0183: Sulphate SO4, mg/l","0191: OrthophsFilt, mg/l","0207: Sodium - Na, mg/l","0211: Potassium- K, mg/l","0237: Magnesium-Mg, mg/l","0241: Calcium - Ca, mg/l","0301: C - Org Filt, mg/l","0348: Phosphorus-P, mg/l","0461: DtrgtAncSyn, mg/l","0463: Dtrgt NncSyn, mg/l","0664: Oil & Grs Vs, PRES_/AB","0729: Chlorophyl-A, ug/l","0739: Glycols Poly, mg/l","1128: Oscillatoria, NO/ml","1181: WethPresTemp, UNITLESS","1183: WethPresPrec, UNITLESS","1802: Aphanizomenn, NO/ml","1815: Gomphosphaer, NO/ml","1819: Lyngbya, NO/ml","1825: Phormidium, NO/ml","2613: Coelosphaerm, NO/ml","6396: TurbidityNTU, NTU","6406: Anabaena B, NO/ml","6421: Microcystis, NO/ml","6450: Cu Filtered, ug/l","6455: Zinc - as Zn, ug/l","6516: Liqcolour-st, UNITLESS","6517: Liqcolour-mn, UNITLESS","6518: Liqcolour-se, UNITLESS","6519: Solid colour, UNITLESS","6520: Solid quanty, UNITLESS","6521: SolidTexture, UNITLESS","6522: Odour Nature, UNITLESS","6523: OdourStrengt, UNITLESS","6528: Weth-Visibty, UNITLESS","6529: Weth7Dy-Prec, UNITLESS","6530: Weth7Dy-Temp, UNITLESS","6531: Weth7Dy-Vsy, UNITLESS","6821: LAS, mg/l","6832: N Digested, ug/l","6841: Phenol, PRES_/AB","6842: P Digested, ug/l","7887: CHLOROPHYLL, ug/l","7888: CHLOR A, ug/l","8296: Obs Flow ROC, Coded","9238: Nonyl Phenol, ug/l","9638: Foam Visible, PRES_/AB","9686: Nitrogen - N, mg/l","9856: OrthophsFilt, mg/l","9901: O Diss %sat, %","9924: O Diss Conc, mg/l","9943: N Oxid Filt, mg/l","9993: NH3 filt N, mg/l"
49400744,RIVER AIRE AT MALHAM TARN,26-May-94,1150,2AZZ,H15245,MS,8.42,,,9.8,178,,,1.1,,,,,0.08,,<0.2,,<0.01,0.00144,<1,87.75,96,<10,<0.03,<0.1,,,,,0.91,33.6,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,104,11.8,,
49400744,RIVER AIRE AT MALHAM TARN,24-Jun-94,1200,2AZZ,H13667,MS,8.49,,,17.8,148,,,3.2,,,,,<0.05,,<0.2,,<0.01,<0.00161,1,78.19,62,13.1,<0.03,,,,,,0.895,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,
49400744,RIVER AIRE AT MALHAM TARN,21-Jul-94,1150,2AZZ,H12139,MS,8.56,,,19.3,143,,,2,,,,,0.12,,<0.2,,<0.01,0.0043,3,76.89,81,10.1,<0.03,0.4,,,,,0.943,29.2,,,,,,,,,5,1,,,,,,,,,,,1,6,,,5,,,,,1,5,,,,,,,,,,,,,111,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Aug-94,1230,2AZZ,H7099,MS,9.29,,,16.8,99,,,1.8,,,,,<0.05,,<0.2,,<0.01,<0.0015,6,52.31,38,10,<0.03,,,,,,0.681,19.8,,,,,,,,,3,1,,,,,,,,,,,1,6,,,5,,,,,1,3,,,,,,,,,,,,,108,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Sep-94,1150,2AZZ,H6001,MS,8.02,,,10.6,185,,,0.9,,,,,<0.05,,<0.2,,0.01,<0.00095,1,87.21,84,10.8,<0.03,0.84,,,,,0.597,33.9,,,,,,,,,3,2,,,,,,,,,,,1,6,,,5,,,,,2,3,,,,,,,,,,,,,95,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Oct-94,1140,2AZZ,H4540,MS,8.65,,,11.1,189,,,1.3,,,,,<0.05,,<0.2,,<0.01,<0.00099,1,114,103,10.6,<0.03,,,,,,1.08,44,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,2,,,,,,,,,,,,,130,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Nov-94,1045,2AZZ,H3350,MS,7.79,,,7.9,265,,,1.1,,,,,0.15,,0.24,0.23,0.01,0.00145,<1,133,134,9.58,<0.03,1.02,,,,,1.13,51.6,,,,,,,,,3,16,,,,,,,,,,,1,6,,,0,,,,,2,3,,,,,,,,,,,,,102,12.1,,
49400744,RIVER AIRE AT MALHAM TARN,07-Dec-94,1100,2AZZ,H1730,MS,7.98,,,4.7,270,,,1.4,,,,,0.35,,0.41,0.39,0.02,0.00413,3,130,130,8.73,<0.03,,,,,,0.705,51,,,,,,,,,3,16,,,,,,,,,,,1,6,,,0,,,,,2,3,,,,,,,,,,,,,93,12,,
49400744,RIVER AIRE AT MALHAM TARN,06-Jan-95,1040,2AZZ,I55915,MS,7.8,,,0.8,262,,,1.3,,,,,0.23,,0.82,0.81,0.01,0.00135,<1,134,131,8.6,<0.02,1.4,,,,,0.96,51.9,,,,,,,,,2,2,,,,,,,,,,,1,6,,,0,,,,,2,2,,,,,,,,,,,,,100,14.3,,
49400744,RIVER AIRE AT MALHAM TARN,08-Feb-95,1215,2AZZ,I59838,MS,8.13,,,3.6,257,,,2.6,,,,,0.03,,0.88,,<0.01,0.00034,1,129,112,13.1,<0.02,,,,,,0.72,50.4,,,,,,,,,2,2,,,,,,,,,,,1,6,,,5,,,,,2,2,,,,,,,,,,,,,102,13.5,,
49400744,RIVER AIRE AT MALHAM TARN,02-Mar-95,1330,2AZZ,I62693,MS,8.16,,,3.8,209,,,1.9,,,,,<0.03,,0.58,0.57,0.01,<0.00035,1,122,103,7.8,<0.02,0.3,,,,,0.82,47.6,,,,,,,,,2,10,,,,,,,,,,,1,6,,,0,,,,,2,3,,,,,,,,,,,,,102,13.4,,
49400744,RIVER AIRE AT MALHAM TARN,29-Mar-95,1759,2AZZ,I65814,MS,8.74,,,5.2,235,,,1.3,,,,,0.24,,0.42,0.41,0.01,0.00308,6,121,133,10.4,<0.02,,,,,,0.866,46.9,,,,,,,,,2,1,,,,,,,,,,,1,6,,,0,,,,,2,2,,,,,,,,,,,,,101,12.8,,
49400744,RIVER AIRE AT MALHAM TARN,30-May-95,1345,2AZZ,I72327,MS,8.26,,,13.1,177,,,1.3,,,,,<0.03,,<0.2,,<0.01,<0.00069,4,80.6,84,9,<0.02,0.3,,,,,0.713,31.1,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,1,3,,,,,,,,,,,,,73,7.67,,
49400744,RIVER AIRE AT MALHAM TARN,26-Jun-95,1145,2AZZ,I76118,MS,8.28,,,15.9,330,,,1.7,,,,,<0.03,,0.64,0.63,0.01,<0.00084,34,187.6,149,9.6,<0.02,1.24,,,,,4.22,68.1,,,,,,10.1,,,5,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,116,11.5,,
49400744,RIVER AIRE AT MALHAM TARN,30-Jun-95,1200,2AZZ,I76837,UI,8.55,,,18.3,270,,,2.1,,,,,0.26,,<0.2,,<0.01,0.00867,2,108,104,11,<0.02,3.84,,,,,1.38,41.1,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,980,,28,,,,,,,,82,7.7,,
49400744,RIVER AIRE AT MALHAM TARN,27-Jul-95,1325,2AZZ,I80279,MS,9.22,,,20.1,142,,,3.9,,,,,<0.03,,<0.2,,<0.01,<0.00114,4,59.9,41,9.1,<0.02,2.17,,,,,0.726,22.8,,,,,,8.22,,,5,1,,,,,,,,,,,1,0,0,,5,,,,,1,5,,,900,,32,,,,,,,,74,6.7,,
49400744,RIVER AIRE AT MALHAM TARN,23-Aug-95,1345,2AZZ,I84332,MS,8.97,,,18.9,150,,,2.7,,,,,<0.03,,<0.2,,<0.01,<0.00104,9,77,72.3,10.1,<0.02,1.03,,,,,1.11,29,,,,,,16.7,,,5,1,,,,,,,,,,,1,0,0,,5,,,,,1,5,,,900,,25.6,,,,,,,,73,6.77,,
49400744,RIVER AIRE AT MALHAM TARN,11-Oct-95,1445,2AZZ,I90477,MS,8.34,,,12.5,184,,,2.1,,,,,<0.03,,<0.2,,0.01,<0.00066,4,87.6,86,10,<0.02,2.19,,,,,0.587,34.1,,,,,,13.54,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,600,,30.3,,,,,,,,93,9.9,,
49400744,RIVER AIRE AT MALHAM TARN,20-Nov-95,1450,2AZZ,I95633,MS,8.28,,,4.9,239,,,1.4,,,,,0.12,,0.47,0.46,0.01,0.0015,2,123,96.2,10.8,<0.02,1.85,,,,,1.16,47.4,,,,,,6,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,59,7.55,,
49400744,RIVER AIRE AT MALHAM TARN,14-Dec-95,1130,2AZZ,I99521,MS,8.48,,,3,252,,,2.4,,,,,0.06,,0.6,0.59,0.01,0.00065,8,132,113,10.1,<0.02,1.78,,,,,1.13,51.1,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,89,12,,
49400744,RIVER AIRE AT MALHAM TARN,15-Jan-96,1320,2AZZ,J02045,MS,8.12,,,4.9,267,,,1,,,,,0.05,,1.12,1.11,0.01,0.00063,3,124,113,10,<0.02,2.24,,,,,1,47.9,,,,,,1.58,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1300,,10,,,,,,,,79,10.1,,
49400744,RIVER AIRE AT MALHAM TARN,29-Jan-96,1210,2AZZ,J03697,UI,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,0.2,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Feb-96,1430,2AZZ,J05364,MS,8.09,,,1.5,303,,,2,,,,,0.05,,1.36,1.35,0.01,0.00049,3,131,124,11.5,0.02,2.49,,,,,0.767,51.2,,,,,,3.72,,,1,16,,,,,,,,,,,1,0,0,,5,,,,,1,1,,,1270,,9,,,,,,,,70,9.8,,
49400744,RIVER AIRE AT MALHAM TARN,19-Mar-96,1340,2AZZ,J09881,MS,8.27,,,5.1,276,,,2.4,,,,,<0.03,,1.35,,<0.01,<0.00038,4,137,116,12.2,<0.02,1.08,,,,,1.14,52.9,,,,,,3.42,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,1,,,840,,6.4,,,,,,,,81,10.3,,
49400744,RIVER AIRE AT MALHAM TARN,15-Apr-96,1115,2AZZ,J12433,MS,8.54,,,6.4,266,,,2.3,,,,,<0.03,,0.98,0.97,0.01,<0.00042,2,124,108,11.8,<0.02,0.14,,,,,0.977,48.1,,,,,,3.1,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1300,,9,,,,,,,,82,10.1,,
49400744,RIVER AIRE AT MALHAM TARN,10-May-96,1250,2AZZ,J15606,MS,8.49,,,9.6,257,,,2.1,,,,,<0.03,,0.72,0.68,0.04,<0.00053,4,117,114,13.4,<0.02,0.18,,,,,0.956,45.4,,,,,,3.9,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,810,,7,,,,,,,,74,8.42,,
49400744,RIVER AIRE AT MALHAM TARN,04-Jun-96,1315,2AZZ,J18087,MS,8.74,,,13.1,258,,,1.5,,,,,<0.03,,0.39,,<0.01,<0.00069,3,112,100,13.1,<0.02,0.33,,,,,0.911,43.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,690,,28,,,,,,,,81,8.51,,
49400744,RIVER AIRE AT MALHAM TARN,05-Jul-96,1220,2AZZ,J22582,MS,8.37,,,11.1,206,,,1.9,,,,,0.03,,<0.2,,<0.01,0.00059,1,92.2,87,12.2,<0.02,0.98,,,,,0.926,35.4,,,,,,6.88,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1100,,210,,,,,,,,85,9.34,,
49400744,RIVER AIRE AT MALHAM TARN,15-Aug-96,1100,2AZZ,J28402,MS,8.99,,,17.9,174,,,1.9,,,,,<0.03,,<0.2,,0.01,<0.00097,2,78,71,11.9,<0.02,2.07,,,,,0.929,29.7,,,,,,6.99,,,5,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,680,,254,,,,,,,,72,6.82,,
49400744,RIVER AIRE AT MALHAM TARN,28-Aug-96,1305,2AZZ,J29999,MS,8.3,,,10.3,198,,,3.2,,,,,<0.03,,<0.2,,<0.01,<0.00056,3,88.1,79,11.5,<0.02,2.81,,,,,0.903,33.8,,,,,,25.3,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,620,,22,,,,,,,,79,8.85,,
49400744,RIVER AIRE AT MALHAM TARN,09-Oct-96,1045,2AZZ,J36769,MS,8.27,,,9.5,219,,,2.8,,,,,0.09,,0.22,0.2,0.02,0.00158,7,110,98,11.1,<0.02,2.18,,,,,1.06,42.4,,,,,,3.65,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,48,,16,,,,,,,,82,9.36,,
49400744,RIVER AIRE AT MALHAM TARN,26-Nov-96,1305,2AZZ,J42881,MS,8.22,,,4.2,270,,,1.4,,,,,<0.03,,0.78,0.77,0.01,<0.00036,<2,144,122,11.2,<0.02,2.62,,,,,1.08,55.7,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1410,,11,,,,,,,,68,8.86,,
49400744,RIVER AIRE AT MALHAM TARN,11-Dec-96,1150,2AZZ,J45362,MS,8.23,,,5.3,291,,,2.3,,,,,<0.03,,0.79,,<0.01,<0.00039,3,137,115,10.7,<0.02,2.05,,,,,1.1,53.1,,,,,,36,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1390,,9,,,,,,,,71,8.99,,
49400744,RIVER AIRE AT MALHAM TARN,20-Jan-97,0930,2AZZ,J48834,MS,8.1,,,0.6,275,,,2.9,,,,,<0.03,,0.86,,<0.01,<0.00027,3,140,123,12.2,<0.02,2.28,,,,,0.895,54.6,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,5,,,,,1,2,,,17,,16,,,,,,,,89,12.8,,
49400744,RIVER AIRE AT MALHAM TARN,18-Feb-97,1140,2AZZ,J52358,MS,8.25,,,5.5,270,,,1.3,,,,,<0.03,,0.53,,<0.01,<0.00039,<2,133,120,11.2,<0.02,1.69,,,,,0.96,51.8,,,,,,,,,2,4,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,82,10.3,,
49400744,RIVER AIRE AT MALHAM TARN,25-Mar-97,1305,2AZZ,J56379,MS,8.3,,,7.1,267,,,1.4,,,,,0.04,,0.48,,<0.01,0.00059,<2,131,114,12,<0.02,1.12,,,,,0.922,50.8,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,77,,,
49400744,RIVER AIRE AT MALHAM TARN,15-Apr-97,1200,2AZZ,J58459,MS,8.74,,,9.3,250,,,1.4,,,,,0.03,,0.23,,<0.01,0.00052,2,121,107,11.8,0.03,0.22,,,,,0.892,46.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,88,10.1,,
49400744,RIVER AIRE AT MALHAM TARN,08-May-97,1015,2AZZ,J61213,MS,8.24,,,7.9,254,,,1.5,,,,,<0.03,,<0.2,,<0.01,<0.00047,<2,128,116,10.6,<0.02,0.26,,,,,0.939,49.6,,,,,,,,,3,2,,,,,,,,,,,1,6,,,0,,,,,2,3,,,,,,,,,,,,,104,12.3,,
49400744,RIVER AIRE AT MALHAM TARN,02-Jun-97,1127,2AZZ,J63974,MS,8.94,,,16.7,224,,,1.3,,,,,0.04,,<0.2,,<0.01,0.00119,3,96.6,102,11.3,<0.02,0.29,,,,,0.839,37.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,9,0.874,,
49400744,RIVER AIRE AT MALHAM TARN,23-Jul-97,1140,2AZZ,J71193,MS,8.68,,,20.1,225,,,3.4,,,,,0.08,,<0.2,,0.006,0.00304,3,102,102,10.3,<0.02,1.77,,,,,0.886,39.2,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,98,8.88,,
49400744,RIVER AIRE AT MALHAM TARN,11-Aug-97,1220,2AZZ,J73581,MS,8.68,,,20.5,229,,,3,,,,,0.09,,<0.2,,<0.005,0.00352,4,111,108,11.5,<0.02,3.19,,,,,0.942,42.8,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,104,9.35,,
49400744,RIVER AIRE AT MALHAM TARN,27-Aug-97,1145,2AZZ,J76118,MS,8.18,,,10.5,252,,,1.5,,,,,0.03,,<0.2,,<0.005,0.00057,4,124,119,10.6,0.03,5.21,,,,,1.02,48.1,,,,,,,,,3,16,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,93,10.4,,
49400744,RIVER AIRE AT MALHAM TARN,08-Oct-97,0910,2AZZ,J82136,MS,8.34,,,8.7,264,,,2.8,,,,,<0.03,,<0.2,,0.04,0.0011,9,136,128,10.7,0.03,0.2,,,,,1.05,52.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,27-Nov-97,0920,2AZZ,J87848,MS,7.94,,,6.2,285,,,1.6,,,,,0.1,,0.3,0.29,0.01,0.0012,<2,145,143,8.51,0.03,0.51,,,,,1.04,56.2,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,102,12.6,,
49400744,RIVER AIRE AT MALHAM TARN,06-Jan-98,1325,2AZZ,J91258,MS,8.32,,,5.9,286,,,3,,,,,<0.03,,0.57,,<0.005,<0.0004,6,143,129,11.3,<0.02,0.08,,,,,0.983,55.6,,,,,,,,,5,10,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,104,13,,
49400744,RIVER AIRE AT MALHAM TARN,16-Feb-98,0955,2AZZ,J96255,MS,8.12,,,7.2,279,,,1.9,,,,,<0.03,,0.69,,<0.005,<0.00045,<2,139,126,12.3,<0.02,0.46,,,,,0.989,53.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,101,12.2,,
49400744,RIVER AIRE AT MALHAM TARN,17-Feb-98,1245,2AZZ,J96392,MS,8.3,,,7.2,276,,,1.7,,,,,<0.03,,0.61,,<0.005,<0.00045,<2,135,128,12.8,<0.02,0.45,,,,,0.96,52.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,103,12.4,,
49400744,RIVER AIRE AT MALHAM TARN,26-Mar-98,1105,2AZZ,K00503,MS,8.38,,,7.4,267,,,1.6,,,,,0.04,,0.6,,<0.005,0.0006,<2,134,117,10.7,0.02,0.28,,,,,0.933,52.1,,,,,,,,,3,16,,,,,,,,,,,2,2,,,5,,,,,1,3,,,,,,,,,,,,,94,11.3,,
49400744,RIVER AIRE AT MALHAM TARN,02-Apr-98,1030,2AZZ,K01475,MS,8.29,,,6.7,270,,,1.7,,,,,0.05,,0.58,,<0.005,0.00072,2,134,116,10.7,0.03,0.43,,,,,0.908,52.2,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,97,11.9,,
49400744,RIVER AIRE AT MALHAM TARN,28-May-98,1040,2AZZ,K07566,MS,8.64,,,12.2,234,,,2.8,,,,,<0.03,,<0.2,,0.01,<0.00064,<2,132,114,9.22,<0.02,0.23,,,,,1.04,51.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,107,11.5,,
49400744,RIVER AIRE AT MALHAM TARN,29-May-98,0910,2AZZ,K07765,MS,8.54,,,11.7,232,,,1.9,,,,,0.05,,<0.2,,<0.005,0.00103,3,113,113,9.33,<0.02,0.22,,,,,0.907,43.8,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,104,11.3,,
49400744,RIVER AIRE AT MALHAM TARN,08-Jul-98,1140,2AZZ,K13074,MS,8.69,,,13,260,,,1.5,,,,,0.04,,<0.2,,<0.005,0.00091,5,126,120,8.21,<0.02,0.761,,,,,0.965,48.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,92,9.68,,
49400744,RIVER AIRE AT MALHAM TARN,03-Aug-98,1020,2AZZ,K16085,MS,8.24,,,13.8,263,,,2.5,,,,,0.04,,<0.2,,0.01,0.00096,<2,141,132,6.55,<0.02,1.99,,,,,0.867,54.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,102,10.5,,
49400744,RIVER AIRE AT MALHAM TARN,27-Aug-98,1200,2AZZ,K19621,MS,8.57,,,9.8,274,,,2.2,,,,,0.03,,<0.2,,<0.005,0.00054,3,145,134,5.98,<0.02,2.44,,,,,0.903,56.4,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,99,11.2,,
49400744,RIVER AIRE AT MALHAM TARN,19-Oct-98,1000,2AZZ,K25953,MS,8.31,,,6,292,,,2.8,,,,,0.03,,<0.2,,<0.005,0.00041,<2,152,143,5.41,<0.02,0.48,,,,,0.97,59.4,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,99,12.3,,
49400744,RIVER AIRE AT MALHAM TARN,03-Dec-98,1155,2AZZ,K31446,MS,8.24,,,4,292,,,2.5,,,,,0.06,,0.24,,<0.005,0.0007,4,162,149,6.68,<0.02,1.84,,,,,0.969,63.2,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,,,,,,,,,,,101,13.2,,
49400744,RIVER AIRE AT MALHAM TARN,16-Dec-98,1201,2AZZ,K33358,MS,8.36,,,7.4,297,,,2.1,,,,,0.07,,0.4,0.39,0.01,0.00106,<2,,145,6.76,<0.02,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,10.3,,
49400744,RIVER AIRE AT MALHAM TARN,27-Jan-99,1200,2AZZ,32698,MS,8.37,,,2.4,273,,,2.6,,,,,<0.03,,0.57,,<0.005,<0.00031,<2,141,127,9.13,<0.02,1.14,,,,,0.782,55.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,5,5,,1,3,,,,,,,,,,,,,101,13.8,,
49400744,RIVER AIRE AT MALHAM TARN,11-Feb-99,1500,2AZZ,32699,MS,8.28,,,0.2,273,,,2.6,,,,,<0.03,,0.63,,<0.005,<0.00027,<2,140,135,9.65,<0.02,0.92,,,,,0.784,54.7,,,,,,,,,2,1,,,,,,,,,,,1,0,0,,0,,0,0,,1,2,,,,,,,,,,,,,107,15.5,,
49400744,RIVER AIRE AT MALHAM TARN,17-Mar-99,1300,2AZZ,210387,MP,8.45,,,7.8,255,,,1.9,,,,,<0.03,,0.55,,<0.005,<0.0005,6,132.8703,128,9.41,<0.02,0.21,,,,,0.883,51.7,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,,,,,,,,,,,110,13.1,,
49400744,RIVER AIRE AT MALHAM TARN,29-Apr-99,1150,2AZZ,215650,MP,8.45,,,14.5,245,,,2.5,,,,,0.05,,0.37,0.36,0.01,0.0013,<2,137.2311,131,9.52,<0.02,<0.2,,,,,0.971,53.3,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,746,,,,,2,,,,,107,10.9,,
49400744,RIVER AIRE AT MALHAM TARN,02-Jun-99,1020,2AZZ,220028,MP,8.37,,,9.9,241,,,1.7,,,,,<0.03,,<0.2,,0.01,<0.0005,4,132.1204,129,8.34,<0.02,0.38,,,,,0.944,51.3,,,,,,24.3,,,3,16,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,428,,90,,,2,,,,,101,11.4,,
49400744,RIVER AIRE AT MALHAM TARN,07-Jul-99,0930,2AZZ,224713,MP,8.24,,,17.8,237,,,<1,,,,,<0.03,,<0.2,,<0.005,<0.001,<2,137,136,8.21,<0.02,1.09,,,,,0.972,53.1,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,240,,<20,,,2,,,,,101,9.59,,
49400744,RIVER AIRE AT MALHAM TARN,06-Aug-99,1020,2AZZ,229507,MP,8.26,,,13.4,204,,,1.9,,,,,<0.03,,<0.2,,<0.005,<0.0007,<2,118,113,7.91,<0.02,0.62,,,,,0.976,45.6,,,,,,2.14,,,5,1,,,,,,,,,,,1,6,,,0,,,,,1,5,,,399,,<20,,,2,,,,,119,12.4,,
49400744,RIVER AIRE AT MALHAM TARN,28-Sep-99,1140,2AZZ,236536,MP,8.07,,,11.2,241,,,1.6,,,,,0.04,,<0.2,,<0.005,0.0008,<2,,124,7.63,<0.02,1.09,,,,,,,,,,,,10.5,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,440,,<20,,,2,,,,,103,11.3,,
49400744,RIVER AIRE AT MALHAM TARN,11-Oct-99,1050,2AZZ,238349,MP,8.19,,,9.5,254,,,1.9,,,,,0.03,,<0.2,,<0.005,0.0005,10,139,144,7.24,<0.02,0.44,,,,,1.03,53.8,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,569,,24,,,2,,,,,97,11.1,,
49400744,RIVER AIRE AT MALHAM TARN,18-Nov-99,1150,2AZZ,297689,MP,8.26,,,2.7,289,,,2.4,,,,,0.066,,0.316,0.311,0.005,0.0007,11,161,141,7.31,<0.02,0.49,,,,,1.09,62.7,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,760,,<20,,,2,,,,,92,12.5,,
49400744,RIVER AIRE AT MALHAM TARN,25-Nov-99,1240,2AZZ,298593,MP,8.36,,,7,294,,,1.5,,,,,0.078,,0.346,0.338,0.008,0.0011,3,149,148,7.35,0.022,0.74,,,,,1.01,58.1,,,,,,3.03,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,691,,<20,,,2,,,,,93,11.3,,
49400744,RIVER AIRE AT MALHAM TARN,07-Feb-00,0945,2AZZ,306577,MP,8.21,,,5.5,252,,,2.1,,,,,<0.03,,0.768,0.762,0.006,<0.0004,<2,144,128,8.68,0.026,1.08,,,,,0.97,56.1,,,,,,,,,3,16,,,,,,,,,,,1,0,0,,5,,,,,1,3,,,1.08,,<20,,,2,,,,,91,11.5,,
49400744,RIVER AIRE AT MALHAM TARN,21-Feb-00,1200,2AZZ,308567,MP,8.29,,,3.2,254,,,2.3,,,,,<0.03,,0.749,0.744,<0.005,<0.0003,<2,136,126,9.63,<0.02,0.45,,,,,0.887,52.9,,,,,,,,,3,1,,,,,,,,,,,1,0,0,,5,,,,,1,,,,941,,<20,,,2,,,,,102,13.6,,
