URN,SPT NAME,DATE,TIME,MAT,LAB NO,PURP,"0061: pH, PHUNITS","0062: Cond @ 20C, uS/cm","0072: Colour Filt, HAZEN","0076: Temp Water, CEL","0077: Cond @ 25C, uS/cm","0081: O Diss% Satn, %","0082: O Dissolved, mg/l","0085: BOD ATU, mg/l","0088: BOD  5 Day-O, mg/l","0092: COD as O2, mg/l","0097: PV N/80 4Hrs, mg/l","0099: C - Organic, mg/l","0111: Ammonia(N), mg/l","0114: N-Kjeldahl, mg/l","0116: N Oxidised, mg/l","0117: Nitrate-N, mg/l","0118: Nitrite-N, mg/l","0119: NH3 un-ion, mg/l","0135: Sld Sus@105C, mg/l","0158: Hardness, mg/l","0162: Alky pH 4_5, mg/l","0172: Chloride Ion, mg/l","0180: Orthophospht, mg/l","0182: SiO2 Rv Filt, mg/l","0183: Sulphate SO4, mg/l","0191: OrthophsFilt, mg/l","0207: Sodium - Na, mg/l","0211: Potassium- K, mg/l","0237: Magnesium-Mg, mg/l","0241: Calcium - Ca, mg/l","0301: C - Org Filt, mg/l","0348: Phosphorus-P, mg/l","0461: DtrgtAncSyn, mg/l","0463: Dtrgt NncSyn, mg/l","0664: Oil & Grs Vs, PRES_/AB","0729: Chlorophyl-A, ug/l","0739: Glycols Poly, mg/l","1128: Oscillatoria, NO/ml","1181: WethPresTemp, UNITLESS","1183: WethPresPrec, UNITLESS","1802: Aphanizomenn, NO/ml","1815: Gomphosphaer, NO/ml","1819: Lyngbya, NO/ml","1825: Phormidium, NO/ml","2613: Coelosphaerm, NO/ml","6396: TurbidityNTU, NTU","6406: Anabaena B, NO/ml","6421: Microcystis, NO/ml","6450: Cu Filtered, ug/l","6455: Zinc - as Zn, ug/l","6516: Liqcolour-st, UNITLESS","6517: Liqcolour-mn, UNITLESS","6518: Liqcolour-se, UNITLESS","6519: Solid colour, UNITLESS","6520: Solid quanty, UNITLESS","6521: SolidTexture, UNITLESS","6522: Odour Nature, UNITLESS","6523: OdourStrengt, UNITLESS","6528: Weth-Visibty, UNITLESS","6529: Weth7Dy-Prec, UNITLESS","6530: Weth7Dy-Temp, UNITLESS","6531: Weth7Dy-Vsy, UNITLESS","6821: LAS, mg/l","6832: N Digested, ug/l","6841: Phenol, PRES_/AB","6842: P Digested, ug/l","7887: CHLOROPHYLL, ug/l","7888: CHLOR A, ug/l","8296: Obs Flow ROC, Coded","9238: Nonyl Phenol, ug/l","9638: Foam Visible, PRES_/AB","9686: Nitrogen - N, mg/l","9856: OrthophsFilt, mg/l","9901: O Diss %sat, %","9924: O Diss Conc, mg/l","9943: N Oxid Filt, mg/l","9993: NH3 filt N, mg/l"
49400744,RIVER AIRE AT MALHAM TARN,05-Jan-77,1140,2AZZ,3591,PI,8.1,,,2,,94.3837,12.65,,1.6,,,,0.2,,,0.5,<0.05,0.0024,9,140,112,9,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Oct-77,1425,2AZZ,18502,PI,8.4,,,9.5,,107.6344,11.9,2.2,2.2,,3,,0.1,,,0.05,<0.05,0.0043,8,100,94,7,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,08-Nov-77,1025,2AZZ,18503,PI,8,,,10.5,,100.9583,10.9,,1.5,,,,0.3,,,0.1,<0.05,0.0056,5,108,100,5,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,08-Dec-77,1040,2AZZ,18504,PI,8.1,,,0.5,,90.5786,12.65,,1.6,,,,0.2,,,0.35,<0.05,0.0021,8,124,118,12,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,25-May-78,1100,2AZZ,6138,PI,8.8,,,11.8,,96.8861,10.15,2,,,,,<0.05,,,0.05,0.05,0.0059,1,78,76,64,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,23-Jun-78,0855,2AZZ,6139,PI,8.8,,,14,,120.9967,12.07,,,,,,0.1,,,1,0.05,0.0137,18,160,116,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,17-Jul-78,1225,2AZZ,11286,PI,8.5,,,14,,89.2188,8.9,2.2,,,,,<0.5,,,2.3,<0.05,0.0368,2,66,56,8,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,15-Aug-78,0840,2AZZ,11287,PI,8,,,12,,93.0135,9.7,0.8,,,,,0.08,,,0.13,0.1,0.0017,2,96,76,9,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Sep-78,1030,2AZZ,11288,PI,7.8,,,18,,160.5671,14.75,5.1,,,,,0.4,,,0.75,0.2,0.0084,18,172,126,35,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Oct-78,1200,2AZZ,16037,PI,7.7,,,8.5,228,98.4364,11.15,1,,,,,0.15,,,1.7,<0.05,0.0012,2,124,119,11,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Nov-78,1220,2AZZ,16038,PI,8.1,,,0.5,,93.0847,13,1.4,,,,,0.3,,,0.2,0.075,0.0032,1,146,114,14,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,04-Dec-78,0935,2AZZ,16039,PI,8.2,,,15,,117.778,11.5,0.9,,,,,0.5,,,2.8,0.05,0.0206,4,172,148,25,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,31-Jan-79,1025,2AZZ,4568,PI,7.6,,,1,,99.678,13.73,1.35,,,0.8,,0.09,,,1.16,<0.05,0.0003,5,134,164,11,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Mar-79,1356,2AZZ,4569,PI,8,,,2,,93.1153,12.48,2.2,,,2.5,,0.19,,,1,<0.05,0.0018,5,142,94,18,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,30-Mar-79,0905,2AZZ,4570,PI,8.1,,,2.9,,95.8655,12.54,2.2,,,1.2,,<0.05,,,0.95,<0.05,0.0007,54,114,112,20,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,27-Apr-79,1000,2AZZ,10178,PI,7.6,,,7,,100.7933,11.85,2.1,,,2,,<0.05,,,0.75,<0.05,,1,130,110,12,<0.02,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,10,1,3,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,21-May-79,1315,2AZZ,10179,PI,8.1,,,11.5,,106.1765,11.2,1.9,,,,,<0.05,,,0.19,<0.05,0.0013,3,118,102,15,<0.02,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,0,4,6,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,19-Jun-79,1335,2AZZ,10180,PI,8.3,,,18.5,,131.9037,12,3,,,,,0.09,,,<0.05,<0.05,0.0059,<1,119,91,9,<0.02,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,0,1,1,5,3,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-Jul-79,1335,2AZZ,16720,PI,8.2,,,13.5,,101.1414,10.2,1.9,,,,,<0.05,,,<0.05,<0.05,0.0018,2,66,60,10,<0.02,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,0,2,4,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Aug-79,1004,2AZZ,16721,PI,8.1,,,13.2,,99.4902,10.1,2.1,,,3,,0.17,,,0.49,<0.05,0.0049,<1,82,81,6,0.02,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,0,2,5,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Sep-79,1200,2AZZ,16722,PI,7,,,11,,100.2707,10.7,2,,,2.6,,,,,0.15,<0.05,,4,102,101,8,<0.02,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,2,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,08-Oct-79,1155,2AZZ,23035,PI,8.5,,,12.9,,99.3195,10.15,1.1,,,1.7,,0.08,,,<0.05,<0.05,0.0054,<1,122,114,5,0.03,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,0,3,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Nov-79,1010,2AZZ,23036,PI,7.9,,,6.5,,90.7088,10.8,1.7,,,2.3,,0.18,,,0.5,<0.05,0.002,10,132,124,7,<0.02,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,0,4,3,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Dec-79,0925,2AZZ,23037,PI,7.9,,,6.8,,87.8459,10.38,0.65,,,2.6,,0.08,,,0.24,<0.05,0.0009,11,134,122,7,<0.02,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,0,,9,5,4,,0,2,3,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Feb-80,1015,2AZZ,6224,PI,7.9,,,0.2,,90.8933,12.8,0.75,,,2.2,,<0.05,,,0.6,<0.05,0.0003,1,142,124,33,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,1,6,,9,5,4,,,1,12,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,25-Feb-80,1000,2AZZ,6225,ZZ,8,,,4.5,,98.5884,12.36,2.5,,,,,<0.05,,,0.6,<0.05,0.0006,3,124,116,9,<0.02,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,0,,9,5,3,,0,2,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,25-Mar-80,1055,2AZZ,6226,PI,7.6,,,1.8,,97.5818,13.15,3.6,,,,,<0.05,,,0.42,<0.05,0.0002,5,130,116,8,<0.02,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,6,,9,5,4,,0,4,12,1,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,21-Apr-80,1110,2AZZ,13203,ZZ,7.4,,,8.2,,99.9053,11.4,2.9,,,,,0.05,,,0.18,<0.05,0.0002,5,116,122,10,<0.02,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,0,,,0,,,0,3,2,4,1,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,20-May-80,1045,2AZZ,13204,ZZ,8.2,,,13.5,,83.293,8.4,1.1,,,,,<0.05,,,<0.05,<0.05,0.0018,4,128,116,12,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,1,6,,9,5,4,,0,2,1,6,1,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,20-Jun-80,1000,2AZZ,13205,ZZ,8.4,,,10,,93.8232,10.25,1,,,,,0.8,,,0.1,0.009,0.0353,<1,120,106,10,<0.02,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,0,,7,5,4,,0,2,3,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Jul-80,1100,2AZZ,19428,ZZ,8.8,,,12.9,,123.2932,12.6,1.1,,,,,<0.05,,,<0.05,<0.005,0.0063,<1,96,83,9,<0.02,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,0,,,0,,,0,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,12-Aug-80,0935,2AZZ,19429,ZZ,8.2,,,12.8,,109.35,11.2,1.6,,,,,<0.05,,,<0.05,<0.005,0.0017,3,94,78,10,<0.02,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,0,,9,5,4,10,1,2,5,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,10-Sep-80,1020,2AZZ,19430,ZZ,8.2,,,12.5,,94.8466,9.78,3.15,,,,,<0.05,,,0.2,<0.05,0.0017,2,110,91,8,0.07,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,2,6,,,0,,,0,2,2,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Oct-80,1015,2AZZ,26122,ZZ,7.9,,,7.3,,93.4134,10.9,1.8,,,,,<0.05,,,0.2,<0.05,0.0006,<1,122,109,10,<0.02,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,0,,,0,,,0,4,16,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Nov-80,1225,2AZZ,26123,ZZ,8.2,,,3.8,,108.9229,13.91,3,,,,,<0.05,,,0.42,0.02,0.0009,5,150,120,2,0.06,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,2,4,3,,3,3,3,2,2,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,01-Dec-80,1140,2AZZ,26124,ZZ,8,,,1,,94.2331,12.98,1.1,,,,,0.15,,,1.1,0.03,0.0013,<1,138,128,6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,29-Dec-80,1110,2AZZ,26125,ZZ,7.7,,,4.6,,97.1677,12.15,1.2,,,,,<0.05,,,1.2,<0.05,0.0003,1,128,124,8,0.03,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,6,,9,5,4,,0,2,2,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,27-Jan-81,1100,2AZZ,6546,ZZ,8.2,,,4.4,,105.4104,13.25,1.7,,,,,<0.01,,,0.25,<0.01,0.0002,8,134,116,7,<0.02,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,9,5,4,,0,2,1,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,25-Feb-81,1025,2AZZ,6547,ZZ,8,,,0.7,,98.641,13.7,1.4,,,,,0.02,,,1,<0.02,0.0002,8,140,116,10,<0.02,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,6,,9,5,4,,0,3,9,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,26-Mar-81,1335,2AZZ,6548,ZZ,7.9,,,7.5,,93.8813,10.9,2.3,,,,,<0.02,,,0.22,<0.02,0.0002,1,136,130,5,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-May-81,1400,2AZZ,13568,ZZ,8,,,10.5,,101.8845,11,0.8,,14,,,0.02,,,0.06,<0.02,0.0004,4,120,114,9,0.03,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,2,9,,6,4,3,,0,2,3,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Jun-81,1000,2AZZ,13569,ZZ,7.9,,,11.5,,101.4364,10.7,3.2,,,,,0.02,,,0.02,<0.02,0.0003,6,124,120,7,<0.01,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,9,5,4,,0,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Jun-81,1010,2AZZ,13570,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,<0.05,,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Oct-81,1125,2AZZ,24927,ZZ,7.8,,,9.3,,,10.4,0.55,,,,,0.03,,,0.2,<0.02,0.0003,15,134,125,4,,1,,0.011,,,,,,,,,,,,,3,6,,,,,,,,,,,1,6,,9,4,4,,0,2,16,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,19-Apr-82,1550,2AZZ,9058,ZZ,8.6,,,12,,119.863,12.9,1.6,,,,,0.02,,,0.05,0.02,0.0016,3,122,112,17,<0.01,1,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,18-May-82,1400,2AZZ,9059,ZZ,8.8,,,17.5,,117.29,11.2,1.65,,,,,0.02,,,<0.3,<0.01,0.0034,<1,92,80,14,<0.01,<1,,<0.001,,,,,,,,,,,,,4,1,,,,,,,,,,,,0,,9,5,4,,0,4,1,4,3,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,16-Jun-82,1515,2AZZ,9060,ZZ,8.3,,,16.5,,104.6095,10.2,1.2,,,,,<0.01,,,<0.25,<0.01,0.0006,4,90,76,19,<0.01,1,,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,15-Jul-82,1425,2AZZ,16556,ZZ,8.2,,,17.4,,101.3616,9.7,2.2,,,,,<0.01,,,<0.3,<0.01,0.0005,3,90,80,8,<0.01,1,,0.0014,,,,,,,,,,,,,4,1,,,,,,,,,,,,0,,8,5,4,,0,2,2,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,13-Aug-82,1410,2AZZ,16557,ZZ,8.4,,,16,,103.4996,10.2,2.1,,,,,<0.01,,,<0.03,0.05,0.0007,20,66,68,10,<0.01,2,,0.009,,,,,,,,,,,,,4,6,,,,,,,,,,,,0,,9,4,3,,0,4,1,5,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-Sep-82,1440,2AZZ,16558,ZZ,8.9,,,15.3,,118.941,11.9,0.8,,,,,0.03,,,<0.25,<0.01,0.0054,5,94,82,8,<0.01,<1,,,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,6,5,4,,0,2,1,4,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Oct-82,1440,2AZZ,23785,ZZ,8.4,,,10,,,,1.4,,,,,<0.01,,,<0.25,<0.01,0.0004,4,114,102,10,<0.01,1,,0.0025,,,,,,,,,,,,,2,6,,,,,,,,,,,1,6,,9,5,4,,0,2,3,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Nov-82,1150,2AZZ,23786,ZZ,8.2,,,7.5,,91.0153,10.9,1.3,,,,,<0.01,,,0.06,<0.01,0.0002,11,124,110,8,<0.01,1,,0.0029,,,,,,,,,,,,,2,4,,,,,,,,,,,1,6,,6,5,4,,0,2,1,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Dec-82,1505,2AZZ,23787,ZZ,8,,,2.3,,83.2281,11.4,1.8,,,,,0.01,,,0.29,<0.01,0.0001,2,134,120,15,<0.01,2,,0.0053,,,,,,,,,,,,,1,1,,,,,,,,,,,1,9,,9,5,4,,0,2,1,1,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,31-Dec-82,1330,2AZZ,23788,ZZ,8.6,,,4,,93.1995,12.2,0.9,,,,,0.04,,,0.37,0.01,0.0017,3,126,116,8,<0.01,1,,0.0035,,,,,,,,,,,,,2,1,,,,,,,,,,,,0,,9,5,4,,0,4,2,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,24-Jan-83,1515,2AZZ,4814,ZZ,7.6,,,5.5,,99.274,12.5,1.2,,,,,<0.01,,,0.42,<0.01,0.0001,3,146,118,8,<0.01,1,,0.002,,,,,,,,,,,,,3,6,,,,,,,,,,,1,6,,9,5,4,,0,2,9,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,22-Feb-83,1115,2AZZ,4815,ZZ,8.3,,,0,,,14.1,2.8,,,,,<0.01,,,0.48,<0.01,,11,144,116,15,<0.01,2,,0.0016,,,,,,,,,,,,,1,4,,,,,,,,,,,1,6,,9,4,3,,0,1,1,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,23-Mar-83,1555,2AZZ,4816,ZZ,8.3,,,4.5,,89.7864,11.6,1.4,,,,,<0.01,,,0.46,<0.01,0.0002,5,118,105,12,0.01,1,,0.0064,,,,,,,,,,,,,2,3,,,,,,,,,,,1,6,,9,5,4,,0,2,11,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Apr-83,1440,2AZZ,9518,ZZ,8.4,,,6.5,,101.0015,12.4,1.6,,,,,<0.01,,,0.29,0.01,0.0003,3,120,112,14,<0.01,<1,,0.005,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,9,5,4,,0,4,2,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,06-May-83,1015,2AZZ,9519,ZZ,8.1,,,9,,88.3404,10.2,2.05,,,,,0.03,,,0.12,<0.01,0.0006,4,127,113,10,<0.01,<1,,0.0005,,,,,,,,,,,,,3,4,,,,,,,,,,,1,6,,6,5,4,,0,2,2,3,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Jun-83,1530,2AZZ,9520,ZZ,8.2,,,12,,98.483,10.6,1.8,,,,,0.03,,,<0.01,<0.01,0.001,10,122,118,9,<0.01,1,,0.0121,,,,,,,,,,,,,2,2,,,,,,,,,,,1,6,,9,5,4,4,1,2,3,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,26-Jul-83,1130,2AZZ,14140,ZZ,8.6,,,24,,,,1.5,,,,,<0.01,,,<0.01,<0.01,0.0017,1,78,68,8,<0.01,1,,0.0099,,,,,,,,,,,,,5,1,,,,,,,,,,,1,6,,9,5,3,,0,3,3,5,5,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,22-Sep-83,1340,2AZZ,14141,ZZ,8.4,,,11.5,,100.1042,10.9,1.9,,,,,<0.01,,,0.02,<0.01,0.0005,3,84,71,10,<0.01,0.36,,,,,,,,,,,,,,,3,1,,,,,,,,,,,2,6,,,0,,,0,4,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,14-Nov-83,1110,2AZZ,18704,ZZ,8.2,,,6,,,11.9,1.6,,,,,0.14,,,0.14,0.01,,8,122,108,6,<0.01,0.6,,0.0008,,,,,,,,,,,,,2,1,,,,,,,,,,,2,6,,9,4,3,,0,1,2,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-Jan-84,1120,2AZZ,5280,ZZ,8.1,,,5,,92.5169,11.8,2,,,,,0.04,,,0.85,0.01,0.0006,6,116,101,9,<0.01,1.2,,0.0017,,,,,,,,,,,,,3,3,,,,,,,,,,,1,6,,9,4,3,10,1,2,2,2,2,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,09-Mar-84,1005,2AZZ,5281,ZZ,7.2,,,5.5,,101.6581,12.8,1.7,,,,,<0.01,,,0.61,0.02,<0,3,115,98,10,0.08,0.48,,<0.001,,,,,,,,,,,,,3,1,,,,,,,,,,,1,6,,9,5,3,,0,4,1,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-May-84,1045,2AZZ,10515,ZZ,8.2,,,11.5,,96.4321,10.5,2,,,,,0.03,,,0.03,<0.01,0.001,7,156,107,11,<0.01,<0.4,,<0.001,,,,,,,,,,,,,3,1,,,,,,,,,,,2,6,,9,5,4,,0,4,1,4,3,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Jul-84,1300,2AZZ,15954,ZZ,8.8,,,21.3,,100.6281,8.9,1.9,,,,,0.02,,,0.03,<0.01,0.0043,6,76,64,13,<0.01,0.3,,0.0026,,,,,,,,,,,,,4,1,,,,,,,,,,,1,6,,9,4,3,,0,3,1,4,3,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,05-Sep-84,1215,2AZZ,15955,ZZ,8.4,,,13,,73,7.7,5.1,,,,,<0.01,,,0.04,<0.01,<0.0006,20,72,60,10,<0.01,1.82,,0.002,,,,,,,,,,,,,3,4,,,,,,,,,,,1,6,,4,3,2,10,1,4,16,3,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,02-Nov-84,1310,2AZZ,21150,ZZ,8.2,,,9,,88,10.2,1.4,,,,,<0.04,,0.31,0.29,0.02,<0.001,4,124,106,5,<0.05,1.04,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Jan-85,1000,2AZZ,4622,ZZ,7.7,,,4,,101,13.2,<1,,,,,<0.01,,0.93,0.91,0.02,<0.0001,7,136,122,<5,<0.05,0.92,,0.0042,,,,,,,,,,,,,2,13,,,,,,,,,,,2,6,,9,5,3,,0,1,13,2,4,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,28-Feb-85,1530,2AZZ,4623,ZZ,7.8,,,3.6,,88,11.6,1.8,,,,,<0.01,,0.48,0.47,0.01,<0.0001,2,124,104,9,<0.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,11-Apr-85,1145,2AZZ,9962,ZZ,7.9,,,6,,88,11,2,,,,,<0.01,,0.6,0.6,<0.01,<0.0001,6,116,108,9,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,9,5,3,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,03-Jun-85,1500,2AZZ,9963,ZZ,8.6,,,20.5,,124,11.1,1.55,,,,,<0.01,,<0.1,<0.1,<0.01,<0.0014,5,91,84,8,<0.05,,,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,9,5,4,,0,,,,,,,,,,,,,,,,,,,
49400744,RIVER AIRE AT MALHAM TARN,07-Aug-85,0930,2AZZ,17051,ZZ,8,,,11,,65,7.2,1.2,,,,,<0.01,,<0.1,<0.09,<0.01,<0.0002,2,89,87,5,0.05,<0.5,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,2,16,3,2,,,,,,,,,,,,,,,
